Scenario,Backend,Machine,p50_median,p50_q1,p50_q3,p50_std,p99_median,p99_q1,p99_q3,p99_std,MB/s_median,MB/s_q1,MB/s_q3,MB/s_std,trials,Readers,Writers
Size 8MB,RsIpc_copy,amd_ryzen7_7700_nothp,2.800369500164379,2.78541487568873,2.801358500164497,0.01367149813550462,2.8444942953865393,2.8311867995898865,2.860839300324187,0.025813601540595185,2971.069252605368,2957.9464484945556,2984.297124979542,15.797210566419384,10,1,1
Size 8MB,MpQueue,amd_ryzen7_7700_nothp,9.600023249731748,9.487374249829372,9.767638500761677,0.23812611364189382,10.034327724360992,9.925959147735739,10.111815446903165,0.6978823310952148,1702.3990089611216,1673.3504895908704,1723.8228811583986,35.98376592044392,10,1,1
Size 8MB,MpPipe,amd_ryzen7_7700_nothp,2.161206500204571,2.152429750367446,2.186126124797738,0.02668594724651744,2.2502906502813858,2.2242549726797733,2.2706162166923605,0.03211099923264837,3481.407795227171,3470.5574711329486,3488.9916890817767,14.25692322207896,10,1,1
Size 8MB,MpShm,amd_ryzen7_7700_nothp,2.41674225026145,2.4075073749827425,2.4193027497858566,0.011281653505059684,2.4463316499441135,2.439402508398416,2.451331317365657,0.040615415295984274,3237.4388583854115,3234.6220059595325,3244.3068498077328,10.683187109418967,10,1,1
Size 8MB,ZeroMQ,amd_ryzen7_7700_nothp,4.6376450000025216,4.596908749590511,4.651187500485321,0.09451776378556333,5.486032400085604,4.872198772718548,5.752073864086924,0.6542322026279439,2022.6143642028658,1978.4125412012045,2055.411791258699,338.1479212789519,10,1,1
Size 8MB,PosixIpc,amd_ryzen7_7700_nothp,2.717120500165038,2.714495000191164,2.723923374333026,0.008483149820846142,2.796017699483855,2.7825873427673287,2.8066442501631172,0.05340055449702481,3067.6219603073505,3060.199450797435,3075.522681502993,11.57892607350214,10,1,1
Size 16MB,RsIpc_zerocopy,amd_ryzen7_7700_nothp,1.5333549995375506,1.5317141246669053,1.5366449999874021,0.00654333794551641,1.5731330947528477,1.5624732566084276,1.5952204956056448,0.032553061464537174,10008.815948270001,9977.663681265942,10051.31048703727,43.0796126683697,10,1,1
Size 16MB,RsIpc_copy,amd_ryzen7_7700_nothp,6.636039250224712,6.619223750021774,6.64435200042135,0.02748985269985506,6.6938659002062195,6.670297739360649,6.736277372242512,0.08522738241861655,2610.696798818346,2595.240236835516,2624.3832537205008,17.48651789836522,10,1,1
Size 16MB,MpQueue,amd_ryzen7_7700_nothp,21.340608750506362,21.09615000017584,21.531757374987137,0.31750718170836123,21.597077445239847,21.539864757373834,21.692354934843934,0.346267392081313,1551.6683965096888,1539.1071348533326,1565.339846280537,16.984876828125625,10,1,1
Size 16MB,MpPipe,amd_ryzen7_7700_nothp,4.841855749873503,4.820224374952886,4.861610999341792,0.033357936999427,4.930499800666439,4.895078600225133,4.959742750470468,0.0953926863804926,3235.8947845252283,3229.282285029825,3253.1213101339963,20.06347439055461,10,1,1
Size 16MB,MpShm,amd_ryzen7_7700_nothp,5.618015750314953,5.593908499804456,5.626359374900858,0.028997891541764784,5.64274420475158,5.627861072584892,5.726605874556299,0.10599000050521454,2858.0811867383973,2854.4231491476644,2877.596936180959,20.67453753956378,10,1,1
Size 16MB,ZeroMQ,amd_ryzen7_7700_nothp,9.401358999639342,9.36404149979353,9.482992498760723,0.2700810003669551,10.92790572006379,10.649395665127486,11.420901855640295,0.4217381319568048,1860.5997863270677,1317.8704885875206,1865.8185315991227,311.89531592713297,10,1,1
Size 16MB,PosixIpc,amd_ryzen7_7700_nothp,5.934366000019509,5.915378500731094,5.964128625691956,0.11722217066920654,6.090281249989857,5.993901250076306,6.237214948178007,0.16886788200624708,2792.929487461396,2749.1844472687076,2830.4909781954075,54.84056794843716,10,1,1
Size 32MB,RsIpc_zerocopy,amd_ryzen7_7700_nothp,26.0418040006698,25.940759374861955,26.19192162478612,0.22143002858339386,26.443160484795953,26.312380109643527,26.58887452308136,0.30687427465405087,2181.7972588752136,2173.752400872458,2192.124385533935,15.241230178250412,10,1,1
Size 32MB,RsIpc_copy,amd_ryzen7_7700_nothp,79.45373075017415,79.15451762505654,79.68020187468028,0.7911741502981366,80.74268300960284,80.04899634255253,81.08603108691113,0.9310304801902105,961.1969425286189,955.9684026574689,963.9501492755942,7.024497775356804,10,1,1
Size 32MB,MpQueue,amd_ryzen7_7700_nothp,70.62801899974147,70.41969375063672,70.99166462489848,0.4435392487000297,71.66869694043271,71.06361155994819,71.85947353817483,0.5661693916650322,1093.3684269088667,1088.0169145777222,1096.7953807720837,5.959866680922226,10,1,1
Size 32MB,MpPipe,amd_ryzen7_7700_nothp,40.30847250032821,40.21106574919031,40.38940700002058,0.1831959162385925,40.63233844507522,40.403185603431666,40.8150527773023,0.3400767226149357,1104.0542015138694,1098.5985837227502,1110.0373677475682,7.913190860433801,10,1,1
Size 32MB,MpShm,amd_ryzen7_7700_nothp,39.43405200016059,38.67455100021289,40.37709749991336,1.15248793270662,39.770787750958334,39.17425522704434,40.63956964314457,1.070337952899275,1499.209664012827,1463.1614782438435,1520.8107183081001,40.91550148785182,10,1,1
Size 32MB,ZeroMQ,amd_ryzen7_7700_nothp,74.30531199997858,74.18643937489833,74.55366674980723,0.38264114234124413,76.38841431065885,75.44597185596558,78.05854771730537,1.5395319497210938,759.9387442364277,750.4027866258259,761.43293288157,9.562307650097583,10,1,1
Size 32MB,PosixIpc,amd_ryzen7_7700_nothp,47.74216624991823,47.08287112543985,47.945775750122266,0.5617501135362946,48.19884669429484,47.38455634924321,48.5378653759426,0.687671564936731,1280.4986917187905,1274.6844780933504,1288.046322852053,9.583241936371673,10,1,1
